origin_iata,dest_iata,annual_pax
BWI,PHL,4399
BWI,PHX,326922
BWI,PIE,1256
BWI,PIT,265232
BWI,PUB,165
BWI,PVD,463405
BWI,PVU,1008
BWI,PWM,341584
BWI,RDU,422431
BWI,RFD,406
BWI,RIC,90310
BWI,ROC,305956
BWI,RSW,344155
BWI,SAN,272725
BWI,SAT,192413
BWI,SAV,212672
BWI,SBY,15
BWI,SCE,37
BWI,SDF,201530
BWI,SEA,179766
BWI,SFB,1158
BWI,SFO,135958
BWI,SHV,143
BWI,SJC,18678
BWI,SJU,406201
BWI,SLC,212843
BWI,SLN,90
BWI,SMF,10845
BWI,SMX,338
BWI,SRQ,324489
BWI,STL,302867
BWI,SYR,156312
BWI,TEB,64
BWI,TLH,348
BWI,TOL,1463
BWI,TPA,791000
BWI,TUL,359
BWI,TVC,369
BWI,TYS,129
BWI,USA,346
BWI,VPS,62916
BWI,WST,5
BWI,XNA,213
BWI,YIP,33
BXK,VNY,56
BZN,CLE,300
BZN,CLT,3862
BZN,CMH,76
BZN,COS,133
BZN,CRP,36
BZN,DAL,7920
BZN,DAY,207
BZN,DEN,681200
BZN,DFW,196539
BZN,ERI,206
BZN,EWR,83014
BZN,FNL,240
BZN,GEG,627
BZN,GRR,161
BZN,HHR,8
BZN,HLN,189
BZN,HOU,143
BZN,HPN,347
BZN,IAD,4313
BZN,IAH,13685
BZN,ICT,171
BZN,IDA,30
BZN,IND,120
BZN,JAC,512
BZN,JFK,15992
BZN,KOA,6
BZN,LAS,171256
BZN,LAX,85676
BZN,LGA,74
BZN,MCI,138
BZN,MDW,37753
BZN,MFR,159
BZN,MSO,308
BZN,MSP,260795
BZN,OAK,47
BZN,OKC,302
BZN,OMA,162
BZN,OR4,2
BZN,ORD,226913
BZN,PAH,263
BZN,PBI,6
BZN,PDX,40368
BZN,PHX,6
BZN,PIT,53
BZN,PSP,1
BZN,PUW,499
BZN,PWK,2
BZN,PWM,132
BZN,QMA,5
BZN,RAP,146
BZN,RST,334
BZN,SAN,9648
BZN,SBA,2
BZN,SDF,181
BZN,SEA,227476
BZN,SFO,79214
BZN,SGU,287
BZN,SJC,12
BZN,SLC,242670
BZN,SMF,578
BZN,SNA,8213
BZN,STS,4
BZN,SUX,546
BZN,TEB,35
BZN,TN8,9
BZN,TUL,125
BZN,VNY,16
C01,EGE,2
C01,MIA,2
C01,MRY,21
C01,MVY,2
C01,OAK,1
C01,RBK,4
C01,SFO,3
C01,SNA,5
C01,TEB,1
C01,VNY,1
CAE,CAK,273
CAE,CHS,49
CAE,CLE,486
CAE,CLL,771
CAE,CLT,296386
CAE,COU,417
CAE,DAB,130
CAE,DCA,104110
CAE,DFW,154094
CAE,DTW,75
CAE,ECP,63
CAE,ELP,180
CAE,EVV,47
CAE,EWN,42
CAE,EWR,158
CAE,EYW,127
CAE,FAY,22
CAE,FLL,868
CAE,GNV,133
CAE,GPT,2931
CAE,GSO,76
CAE,GSP,543
CAE,HHH,167
CAE,HPN,144
CAE,HSV,46
CAE,HVN,79
CAE,IAD,68154
CAE,IAH,123
CAE,IFP,314
CAE,ILM,134
CAE,IND,162
CAE,JAN,95
CAE,JFK,357
CAE,LAN,178
CAE,LAS,255
CAE,LAW,272
CAE,LAX,73
CAE,LEX,568
CAE,LGA,91303
CAE,LYH,100
CAE,MCO,302
CAE,MDT,46
CAE,MEM,496
CAE,MIA,1683
CAE,MSP,402
CAE,MSY,312
CAE,MYR,283
CAE,OKC,787
CAE,ORD,117110
CAE,ORF,509
CAE,PBI,186
CAE,PGV,34
CAE,PHL,58034
CAE,PHX,345
CAE,PIT,227
CAE,PNS,279
CAE,PVD,152
CAE,PWM,190
CAE,RDU,260
CAE,RIC,157
CAE,RNO,286
CAE,ROC,137
CAE,RSW,698
CAE,SAT,347
CAE,SAV,294
CAE,SFO,189
CAE,SGF,73
CAE,SJU,534
CAE,STT,377
CAE,SYR,154
CAE,TCL,434
CAE,TEB,4
CAE,TPA,296
CAE,TRI,49
CAE,TUL,72
CAE,TUP,554
CAE,TYS,161
CAE,XNA,223
CAK,CHS,53814
CAK,CLT,153818
CAK,CMH,188
CAK,CVG,63
CAK,DCA,30358
CAK,DSM,173
CAK,EWR,276
CAK,FLL,16313
CAK,GPT,4053
CAK,GSO,65
CAK,IFP,177
CAK,LAS,33419
CAK,LAX,8552
CAK,MCO,74961
CAK,MDW,10
CAK,MSP,105
CAK,MYR,13909
CAK,ORD,93995
CAK,ORF,8284
CAK,PBI,7179
CAK,PGD,36022
CAK,PIE,30358
CAK,RDU,15972
CAK,RFD,262
CAK,RIC,58
CAK,RSW,23654
CAK,SAV,38146
CAK,SFB,29756
CAK,SRQ,39416
CAK,SUX,68
CAK,TEB,7
CAK,TPA,30558
CAK,TRI,70
CAK,TYS,308
CBA,HNH,27
CBA,JNU,8
CCR,CLD,2
CCR,LAS,5686
CCR,MCO,17
CCR,MYF,6
CCR,PSP,8
CCR,SLC,14
CCR,SNA,11138
CCR,TRM,3
CCR,XXS,2
CDB,DUT,1467
CDB,KFP,148
CDB,KVC,891
CDB,NLG,39
CDB,PML,4
CDB,PTH,3
CDB,SDP,1189
CDB,SNP,117
CDB,STG,1
CDC,ELP,248
CDC,LIT,291
CDC,MSL,188
CDC,SGU,165
CDC,SLC,21038
CDC,SMF,276
CDL,FAI,3
CDL,ORV,7
CDL,OTZ,5
CDR,DEN,2511
CDV,DEN,146
CDV,JNU,427
CDV,SEA,145
CDV,YAK,20439
CDW,HTO,6
CDW,JFK,8
CDW,LWM,1
CDW,NYS,6
CDW,PBI,3
CDW,PNN,6
CDW,PVD,4
CDW,RIC,3
CDW,RKD,7
CDW,SYR,2
CEC,HHR,2605
CEC,LAX,55
CEC,LGB,13
CEC,MCE,52
CEC,OAK,12916
CEC,VEL,1
CEF,COU,290
CEF,LYH,334
CEF,RIC,156
CEM,FAI,174
CEM,IRC,173
CEZ,DEN,8847
CEZ,PHX,8399
CFT,DVT,28
CFT,PHX,93
CFT,SAD,12
CFT,SVC,6
CGA,HYL,10
CGA,KTB,40
CGA,WFB,206
CGF,DPA,2
CGF,LCI,5
CGF,MMU,12
CGF,OXC,10
CGF,PCT,3
CGF,PHL,10
CGI,CHS,224
CGI,HPN,12
CGI,LRU,234
CGI,ORD,5139
CGZ,SGU,8
CGZ,VNY,2
CHA,CID,154
CHA,CLE,201
CHA,CLT,248156
CHA,CRW,69
CHA,CSG,4
CHA,DCA,29474
CHA,DEN,179
CHA,DFW,185768
CHA,DSM,4
CHA,DTW,40380
CHA,ECP,82
CHA,EWR,176
CHA,GEG,345
CHA,GPT,2149
CHA,HPN,99
CHA,IAD,54
CHA,IAH,133
CHA,IFP,1228
CHA,ILM,95
CHA,IND,178
CHA,JAN,37
CHA,JFK,67
CHA,LAS,13014
CHA,LAX,353
CHA,LGA,7003
CHA,MDT,104
CHA,MDW,105
CHA,MIA,1268
CHA,MLI,124
CHA,ORD,113009
CHA,PDX,222
CHA,PHL,225
CHA,PHX,175
CHA,PIE,33051
CHA,PIT,1
CHA,POB,53
CHA,RDU,391
CHA,RNO,619
CHA,SBN,142
CHA,SFB,31172
CHA,SGF,74
CHA,SHV,175
CHA,SRQ,164
CHA,TPA,268
CHA,TUL,72
CHA,TYS,459
CHA,XNA,67
CHO,CLT,227399
CHO,CMH,75
CHO,CVG,1
CHO,DAL,39
CHO,DAY,229
CHO,DCA,345
CHO,DFW,353
CHO,EWR,155
CHO,FOK,2
CHO,FRG,3
CHO,GNV,288
CHO,GSO,192
CHO,GSP,587
CHO,GTR,126
CHO,HPN,16
CHO,HTO,6
CHO,HVN,4
CHO,IAD,86141
CHO,JAX,100
CHO,LGA,136716
CHO,LYH,127
CHO,MCI,75
CHO,MEM,144
CHO,MHK,140
CHO,MIA,124
CHO,MMU,4
CHO,MSY,73
CHO,MTP,8
CHO,MYR,479
CHO,OKC,122
CHO,OMA,137
CHO,ORD,76420
CHO,OWD,8
CHO,PA5,10
CHO,PCT,1
CHO,PHL,631
CHO,PHX,6
CHO,PIB,293
CHO,PIT,489
CHO,RDU,125
CHO,RIC,497
CHO,ROA,166
CHO,SBN,783
CHO,SDF,573
CHO,SJC,7
CHO,SLC,1
CHO,SYR,74
CHO,TEB,31
CHO,TLH,156
CHO,TRI,92
CHO,TTN,3
CHS,CLE,8385
CHS,CLT,614323
CHS,CMH,22198
CHS,CMI,208
CHS,CRP,263
CHS,CRW,133
CHS,CTH,25
CHS,CVG,52745
CHS,DAB,363
CHS,DAL,82177
CHS,DCA,233972
CHS,DEN,185367
CHS,DFW,301997
CHS,DTW,87600
CHS,ELP,148
CHS,EWR,323830
CHS,FLL,154577
CHS,FLO,18
CHS,FOK,32
CHS,FSD,148
CHS,GEG,378
CHS,GJT,260
CHS,GPT,2375
CHS,GRB,135
CHS,GSO,127
CHS,GSP,45
CHS,HHH,288
CHS,HOU,47382
CHS,HPN,74129
CHS,HVN,27342
CHS,IAD,149427
CHS,IAH,111112
CHS,ILM,169
CHS,IND,6958
CHS,ISP,21562
CHS,JAX,221
CHS,JFK,270284
CHS,LAS,36471
CHS,LAX,20098
CHS,LCK,3956
CHS,LEX,111
CHS,LGA,246699
CHS,LIT,167
CHS,LNK,120
CHS,LWB,2
CHS,MAF,165
CHS,MCI,113
CHS,MCO,32051
CHS,MDT,126
CHS,MDW,115270
CHS,MHT,11739
CHS,MIA,151799
CHS,MLB,222
CHS,MSP,78026
CHS,MSY,42869
CHS,MYR,982
CHS,OAJ,57
CHS,OKC,146
CHS,ORD,226438
CHS,ORF,19984
CHS,PBI,11672
CHS,PHL,263848
CHS,PHX,9251
CHS,PIA,232
CHS,PIT,55099
CHS,PSM,4
CHS,PVD,70526
CHS,PWM,24612
CHS,RDU,1478
CHS,RIC,14690
CHS,ROC,146
CHS,RSW,19150
CHS,SAN,461
CHS,SAT,167
CHS,SAV,771
CHS,SDF,19364
CHS,SEA,103939
CHS,SFO,18
CHS,SHV,141
CHS,SJU,376
CHS,SRQ,238
CHS,STL,9540
CHS,STT,124
CHS,SWF,20266
CHS,SWO,115
CHS,SYR,20841
CHS,TLH,106
CHS,TPA,77716
CHS,TYS,180
CHS,VRB,4
CHU,CKD,87
CHU,HCR,6
CHU,KKI,8
CHU,KLG,20
CHU,KSM,7
CHU,KWT,2
CHU,RDV,2
CHU,RSH,7
CHU,SCM,3
CHU,SHX,4
CHU,SLQ,29
CHU,SRV,11
CHU,TLT,3
CHU,WNA,1
CIC,OGG,8
CID,CKB,94
CID,CLE,450
CID,CLT,133736
CID,CMH,644
CID,CMI,136
CID,DCA,54844
CID,DEN,258851
CID,DFW,183901
CID,DSM,940
CID,DTW,184
CID,EWR,418
CID,FLL,22546
CID,FSD,39
CID,GPT,326
CID,HSV,103
CID,IAD,56
CID,ICT,57
CID,IFP,358
CID,IND,220
CID,LAF,134
CID,LAN,486
CID,LAS,31739
CID,LAX,7870
CID,LNK,340
CID,LSE,27
CID,MCI,143
CID,MCO,2610
CID,MGM,370
CID,MHK,40
CID,MIA,2014
CID,MKE,123
CID,MLI,58
CID,MSN,133
CID,MSP,103982
CID,MSY,244
CID,OMA,430
CID,ORD,311533
CID,ORF,60
CID,ORH,90
CID,PAH,159
CID,PDX,276
CID,PGD,45629
CID,PHX,86946
CID,PIE,42878
CID,PIT,45
CID,RST,68
CID,SAN,135
CID,SAT,117
CID,SCE,232
CID,SEA,531
CID,SFB,40599
CID,SLC,124
CID,SRQ,9041
CID,STL,62
CID,TTN,118
CID,TUL,122
CID,YIP,188
CIK,FAI,1137
CIK,FYU,794
CIK,IRC,8
CIK,KBC,191
CIK,SCC,1
CIK,SVS,2
CIK,VEE,10
CIK,WBQ,5
CIL,OME,2
CIU,DTW,28080
CIU,MSP,23924
CIU,PIT,28
CKB,CLT,21627
CKB,CVG,168
CKB,DAL,505
CKB,DFW,321
CKB,DSM,403
CKB,FOE,450
CKB,GSO,17
CKB,HOU,49
CKB,HVN,115
CKB,LBB,436
CKB,LUK,56
CKB,MHK,472
CKB,MKC,292
CKB,MQY,2
CKB,MYR,6171
CKB,OKC,265
CKB,PIE,15795
CKB,PKB,6
CKB,PVU,102
CKB,RDU,16
CKB,SFB,32690
CKB,SHD,16
CKB,SWO,285
CKB,TUS,173
CKB,VPS,2416
CKD,HCR,2
CKD,KGX,1
CKD,KLG,4
CKD,KSM,7
CKD,RDV,27
CKD,RSH,1
CKD,SHX,1
CKD,SLQ,69
CKD,SRV,22
CKD,WTL,1
CKU,VDZ,5
CKX,TKJ,26
CLD,CMH,2
CLD,COU,2
CLD,CXL,5
CLD,DVT,8
CLD,EGE,8
CLD,FAT,6
CLD,GUC,7
CLD,HHR,12
CLD,JAC,25
CLD,LAS,20871
CLD,LAX,5
CLD,LUK,4
CLD,MDN,1
CLD,MDW,26
CLD,MEV,1
CLD,MHR,14
CLD,MMH,3587
CLD,MRY,19
CLD,OAK,6
CLD,RIL,7
CLD,RNO,9
CLD,SAF,19
CLD,SBA,4
CLD,SCF,7836
CLD,SCK,16
CLD,SDX,2
CLD,SFO,2
CLD,SLC,17
CLD,SMF,4
CLD,SMO,2
CLD,SNA,7
CLD,SQA,5
CLD,SQL,4
CLD,STL,5
CLD,TKF,12
CLD,TSM,1460
CLD,TVL,2
CLD,UDD,2
CLD,VGT,4
CLD,VNY,6
CLE,CLT,503212
CLE,CMH,1497
CLE,COS,136
CLE,CRP,164
CLE,CVG,980
CLE,DAL,118
CLE,DAY,47
CLE,DCA,154537
CLE,DEN,561902
CLE,DFW,481791
CLE,DLH,53
CLE,DSM,158
CLE,DTW,191394
CLE,EWR,400125
CLE,FLL,326649
CLE,FWA,49
CLE,GPT,3804
CLE,GRB,557
CLE,GRR,250
CLE,GSP,146
CLE,HOU,90
CLE,HPN,156
CLE,IAD,225877
CLE,IAH,299263
CLE,ICT,169
CLE,IFP,1948
CLE,IND,653
CLE,JAX,8909
CLE,JFK,194261
CLE,LAS,289667
CLE,LAX,204765
CLE,LGA,349954
CLE,LGB,126
CLE,LIT,169
CLE,LWB,380
CLE,MCI,523
CLE,MCO,629986
CLE,MDT,124
CLE,MDW,277685
CLE,MEM,328
CLE,MIA,183414
CLE,MKC,134
CLE,MKE,656
CLE,MLI,52
CLE,MRY,83
CLE,MSN,69
CLE,MSP,230433
CLE,MSY,7418
CLE,MYR,47212
CLE,OKC,191
CLE,OMA,157
CLE,ORD,739205
CLE,ORF,160
CLE,PBI,424
CLE,PDX,222
CLE,PHL,229356
CLE,PHX,266125
CLE,PIE,24
CLE,PIT,4615
CLE,PNS,7022
CLE,PSM,7
CLE,PTK,192
CLE,PVD,91
CLE,PWM,161
CLE,RDU,55098
CLE,RSW,303387
CLE,SAN,176
CLE,SAT,466
CLE,SAV,7233
CLE,SDF,139
CLE,SEA,137771
CLE,SFB,139
CLE,SFM,2
CLE,SFO,128244
CLE,SHV,136
CLE,SJC,84
CLE,SJU,61648
CLE,SLC,24558
CLE,SMF,51
CLE,SNA,223
CLE,SPS,110
CLE,SRQ,71482
CLE,STL,171859
CLE,SYR,173
CLE,TPA,302260
CLE,TUL,115
CLE,TUS,97
CLE,TVC,116
CLE,VNY,14
CLL,CMH,78
CLL,COU,551
CLL,CSG,806
CLL,DCA,154
CLL,DEN,76
CLL,DFW,120223
CLL,ECP,60
CLL,ELP,459
CLL,EUG,235
CLL,FAR,52
CLL,GJT,71
CLL,GNV,1088
CLL,GRR,72
CLL,GSO,39
CLL,GSP,103
CLL,GTR,80
CLL,HOU,116
CLL,HRL,75
CLL,HSV,49
CLL,IAH,1057
CLL,ILM,71
CLL,INT,39
CLL,JAN,125
CLL,LAS,1272
CLL,LBB,58
CLL,LEX,204
CLL,LFT,62
CLL,LNK,90
CLL,LRU,154
CLL,MCI,37
CLL,MCO,634
CLL,MEM,895
CLL,MGM,164
CLL,MGW,72
CLL,MHK,75
CLL,MIA,310
CLL,MKE,60
CLL,MOB,71
CLL,OMA,174
CLL,ORD,471
CLL,PHX,30
CLL,PNS,50
CLL,PVU,392
CLL,SAN,75
CLL,SBN,388
CLL,TCL,371
CLL,TEB,2
CLL,TOL,347
CLL,TRI,68
CLL,TUP,798
CLL,TXK,49
CLL,TYS,144
CLL,XNA,305
CLM,SAN,4
CLP,DLG,1536
CLP,KEK,5
CLP,KMO,942
CLP,KNW,17
CLP,TOG,12
CLP,TWA,8
CLT,CMH,424657
CLT,COS,702
CLT,CRW,123280
CLT,CSG,88
CLT,CVG,417333
CLT,DAB,210169
CLT,DAL,100570
CLT,DAY,168875
CLT,DCA,705653
CLT,DEN,904941
CLT,DFW,1331220
CLT,DLH,91
CLT,DSM,182459
CLT,DTW,773561
CLT,ECP,172718
CLT,ELP,169
CLT,ERI,88204
CLT,EVV,79241
CLT,EWN,155648
CLT,EWR,987702
CLT,EYW,245469
CLT,FAT,175
CLT,FAY,193076
CLT,FLL,1111838
CLT,FLO,47544
CLT,FNL,124
CLT,FRG,4
CLT,FWA,100381
CLT,GEG,26548
CLT,GNV,158512
CLT,GPT,133445
CLT,GRR,289433
CLT,GSO,393499
CLT,GSP,439948
CLT,GTR,216
CLT,HHH,123688
CLT,HOU,14945
CLT,HPN,163020
CLT,HSV,227835
CLT,HTS,60529
CLT,IAD,400355
CLT,IAG,337
CLT,IAH,841581
CLT,ICT,181
CLT,ILM,508481
CLT,IND,538480
CLT,JAC,27538
CLT,JAN,142632
CLT,JAX,668179
CLT,JFK,684995
CLT,LAN,262
CLT,LAS,864261
CLT,LAX,1031136
CLT,LBE,181
CLT,LEX,285211
CLT,LFT,41513
CLT,LGA,1384132
CLT,LIT,187866
CLT,LUK,83
CLT,LWB,16063
CLT,LYH,157991
CLT,MCI,402107
CLT,MCO,1695122
CLT,MDT,336642
CLT,MDW,201095
CLT,MEM,460727
CLT,MGM,64482
CLT,MHT,150195
CLT,MIA,1177203
CLT,MKE,246963
CLT,MLB,145692
CLT,MLI,85994
CLT,MOB,95118
CLT,MQY,5
CLT,MSL,13171
CLT,MSN,201248
CLT,MSP,591823
CLT,MSY,542884
CLT,MVY,1324
CLT,MYR,447808
CLT,OAJ,171082
CLT,OKC,196064
CLT,OMA,225539
CLT,ONT,120633
CLT,ORD,1255127
CLT,ORF,546817
CLT,PAH,24874
CLT,PBI,582109
CLT,PDX,125214
CLT,PGV,79332
CLT,PHF,135485
CLT,PHL,1065515
CLT,PHX,1048137
CLT,PIA,92447
CLT,PIT,548190
CLT,PKB,811
CLT,PNS,329072
CLT,PSP,208
CLT,PVD,436562
CLT,PWM,206015
CLT,RAP,24376
CLT,RDU,1065491
CLT,RIC,719822
CLT,ROA,235522
CLT,ROC,241005
CLT,RSW,597937
CLT,SAN,531188
CLT,SAT,402087
CLT,SAV,439518
CLT,SBN,149438
CLT,SBY,86240
CLT,SDF,363555
CLT,SEA,453392
CLT,SFO,552086
CLT,SGF,165749
CLT,SHD,15576
CLT,SHV,100900
CLT,SJU,389853
CLT,SLC,290753
CLT,SMF,127486
CLT,SNA,114481
CLT,SRQ,367711
CLT,STL,521225
CLT,STT,146656
CLT,STX,39988
CLT,SYR,299957
CLT,TLH,155472
CLT,TN8,60
CLT,TOL,108
CLT,TPA,1125683
CLT,TRI,164347
CLT,TTN,11858
CLT,TUL,164651
CLT,TUP,16
CLT,TUS,501
CLT,TVC,26595
CLT,TYS,369655
CLT,VPS,242394
CLT,XNA,248290
CLT,YIP,4
CMH,CMI,245
CMH,CPS,275
CMH,CRP,74
CMH,CRW,205
CMH,CVG,799
CMH,DAB,72
CMH,DAL,106316
CMH,DAY,109
CMH,DCA,259421
CMH,DEN,483172
CMH,DFW,408110
CMH,DLH,37
CMH,DTW,180007
CMH,EUG,954
CMH,EWR,277492
CMH,FLL,321686
CMH,FOK,1
CMH,FRG,84
CMH,FWA,70
CMH,GPT,3967
CMH,GRR,55
CMH,GSO,75
CMH,GSP,434
CMH,HOU,85454
CMH,HPN,331
CMH,HTS,29
CMH,IAD,175162
CMH,IAH,171470
CMH,ICT,250
CMH,IFP,1370
CMH,IND,504
CMH,JAX,5507
CMH,JFK,209354
CMH,LAF,452
CMH,LAN,464
CMH,LAS,320693
CMH,LAW,75
CMH,LAX,116600
CMH,LBB,69
CMH,LEX,162
CMH,LGA,375169
CMH,LGB,383
CMH,LIT,288
CMH,LNK,573
CMH,MCI,5916
CMH,MCO,547026
CMH,MDT,285
CMH,MDW,311699
CMH,MEM,126
CMH,MFD,4
CMH,MIA,109195
CMH,MKC,165
CMH,MKE,95
CMH,MLB,76
CMH,MQY,1
CMH,MSN,346
CMH,MSO,162
CMH,MSP,241943
CMH,MSY,4576
CMH,MYR,10603
CMH,OAK,75
CMH,OKC,60
CMH,OMA,407
CMH,ONT,50
CMH,OPF,2
CMH,ORD,556570
CMH,ORF,5550
CMH,PAE,126
CMH,PBI,5503
CMH,PDX,1518
CMH,PHL,219370
CMH,PHX,280374
CMH,PIE,107
CMH,PIT,2347
CMH,PLN,7
CMH,PSM,239
CMH,PVD,5124
CMH,RAP,103
CMH,RDU,13162
CMH,RIC,224
CMH,RNO,594
CMH,ROC,27
CMH,RSW,176452
CMH,SAN,3152
CMH,SAT,461
CMH,SAV,154
CMH,SBA,101
CMH,SBN,82
CMH,SCE,702
CMH,SDF,385
CMH,SEA,139924
CMH,SFO,68513
CMH,SHV,73
CMH,SJC,54
CMH,SJU,306
CMH,SLC,54770
CMH,SLN,30
CMH,SMF,157
CMH,SNA,5329
CMH,SPI,134
CMH,SRQ,35913
CMH,STL,142060
CMH,SUS,12
CMH,SYR,131
CMH,TEB,10
CMH,TPA,204109
CMH,TTN,72
CMH,TUL,73
CMH,TYS,329
CMH,VNY,9
CMH,XNA,278
CMI,CVG,109
CMI,DFW,81260
CMI,DTW,355
CMI,ECP,44
CMI,EUG,493
CMI,EWR,452
CMI,FOE,329
CMI,ICT,46
CMI,IND,51
CMI,LAN,623
CMI,LNK,496
CMI,MAF,69
CMI,MCO,278
CMI,MDW,1
CMI,MKC,129
CMI,MSN,181
CMI,MSP,820
CMI,OMA,181
CMI,ORD,83295
CMI,ORF,74
CMI,PDX,138
CMI,PIA,134
CMI,PVU,3
CMI,SCE,615
CMI,SDF,51
CMI,SPS,66
CMI,TUL,78
CMI,TUP,92
CMI,VNY,5
CMI,YIP,143
CMX,ORD,51750
CMX,PTK,6
CNM,FHU,9
CNM,LRU,4
CNM,PHX,2526
CNM,ROW,4
CNM,SHV,8
CNM,SVC,9
CNO,TUS,1
CNW,DFW,163
CNY,DEN,779
CNY,DSM,4
CNY,LAS,4
CNY,LAX,9
CNY,PGA,115
CNY,PHX,20207
CNY,SLC,6
CNY,VEL,9
COD,DEN,75977
COD,TEB,2
COD,VNY,2
COE,HSH,9
COE,LAS,2
COE,OGG,5
COE,PAE,16
COE,RNT,2
COE,SCF,16
COE,SUS,10
COE,VNY,39
CON,HPN,6
CON,TEB,14
COS,CVG,72
COS,DAL,230553
COS,DCA,148
COS,DEN,791192
COS,DFW,416943
COS,DLH,72
COS,DTW,409
COS,EGE,4
COS,ELP,81
COS,EUG,423
COS,EWR,641
COS,FAT,482
COS,FLL,165
COS,FRG,11
COS,FSD,126
COS,GEG,179
COS,GFK,85
COS,GRR,252
COS,HDN,115
COS,HOU,24598
COS,IAH,70255
COS,ICT,142
COS,IDA,100
COS,IFP,889
COS,IND,595
COS,INS,39
COS,JAC,117
COS,JAX,218
COS,JFK,170
COS,LAS,220258
COS,LAX,346
COS,LBB,292
COS,LGA,704
COS,LGB,40712
COS,LIT,142
COS,MAF,132
COS,MCI,395
COS,MCO,1393
COS,MDW,108446
COS,MEM,138
COS,MHT,243
COS,MIA,172
COS,MKE,148
COS,MMU,7
COS,MSN,115
COS,MSO,209
COS,MSP,30939
COS,MSY,137
COS,MTJ,268
COS,N1C,145
COS,OAK,98
COS,ODW,1
COS,OFF,39
COS,OGD,5
COS,OKC,367
COS,OMA,293
COS,ONT,378
COS,ORD,87237
COS,PDX,130
COS,PHL,124
COS,PHX,239917
COS,PIT,144
COS,PSP,167
COS,PUB,143
COS,PVD,165
COS,PWM,107
COS,RAP,102
COS,RDU,141
COS,RNO,675
COS,ROC,30
COS,SAN,5138
COS,SAT,5030
COS,SAV,126
COS,SCF,2
COS,SEA,446
COS,SFO,793
COS,SJC,257
COS,SJU,640
COS,SLC,45880
COS,SMF,293
COS,SNA,102
COS,STL,169
COS,SUU,95
COS,SWF,348
COS,SYR,111
COS,TPA,431
COS,TUL,138
COS,TVC,179
COS,TVL,1
COS,WRI,292
COU,CSG,136
COU,DAL,69
COU,DFW,119796
COU,DWH,2
COU,EVV,2
COU,FYV,96
COU,GNV,342
COU,GRR,50
COU,GSP,294
COU,GTR,146
COU,MCI,69
COU,MEM,85
COU,MGM,354
COU,MKE,84
COU,MSY,54
COU,OKC,336
COU,ORD,80342
COU,PIA,31
COU,PNS,76
COU,RDU,138
COU,RST,55
COU,SBA,2
COU,SGF,34
COU,TCL,325
COU,TUP,252
COU,TXK,58
COU,XNA,393
CPR,DEN,174036
CPR,IFP,349
CPR,MSP,116
CPR,RKS,31
CPR,SLC,24457
CPS,CVG,118
CPS,DAL,1774
CPS,DAY,107
CPS,DEN,261
CPS,DTW,107
CPS,EGE,49
CPS,EWR,285
CPS,FLL,49
CPS,FRG,175
CPS,FSD,87
CPS,HOU,225
CPS,HPN,266
CPS,IAD,448
CPS,JFK,191
CPS,LAS,155
CPS,LAX,156
CPS,LGB,64
CPS,LUK,373
CPS,MDW,400
CPS,MIA,69
CPS,MKC,61
CPS,MKE,302
CPS,MNZ,2
CPS,MSP,455
CPS,OAK,126
CPS,ONT,51
CPS,ORD,351
CPS,PHL,334
CPS,PHX,119
CPS,PIE,200
CPS,PIT,250
CPS,PVD,113
CPS,RDU,106
CPS,SAN,127
CPS,SDF,2
CPS,SFO,123
CPS,SJC,48
CPS,SLC,2
CPS,TPA,167
CPX,JRV,8483
CPX,SIG,7619
CPX,SJU,13463
CPX,VQS,775
CRG,OPF,12
CRG,PBI,14
CRG,PIE,6
CRG,SPG,4
CRG,SUA,2
CRG,TPA,107
CRG,TPF,14
CRP,CVG,57
CRP,DAL,2815
CRP,DCA,174
CRP,DEN,250
CRP,DFW,295363
CRP,DTW,287
CRP,ECP,284
CRP,ELP,144
CRP,EUG,192
CRP,GJT,200
CRP,GPT,3282
CRP,HOU,216419
CRP,HRL,154
CRP,IAH,217851
CRP,IFP,1440
CRP,JAN,196
CRP,JAX,75
CRP,LAS,423
CRP,LAX,555
CRP,LFT,45
CRP,LGA,171
CRP,LIT,53
CRP,LRU,186
CRP,MAF,122
CRP,MCO,335
CRP,MDW,164
CRP,MEM,276
CRP,MFE,67
CRP,MIA,320
CRP,MKE,66
CRP,MSP,75
CRP,MSY,322
CRP,NGU,92
CRP,OKC,111
CRP,OMA,142
CRP,ONT,154
CRP,ORD,404
CRP,PHX,367
CRP,PIB,157
CRP,PIT,271
CRP,PNS,139
CRP,RNO,1231
CRP,SAN,170
CRP,SAT,389
CRP,SAV,143
CRP,SDF,53
CRP,SFO,301
CRP,SJC,290
CRP,SMF,310
CRP,TPA,158
CRP,TUL,254
CRP,TUS,26
CRP,TXK,67
CRP,VPS,146
CRP,XNA,45
CRS,LAS,2
CRW,CVG,75
CRW,DCA,27105
CRW,ELP,99
CRW,EWR,3186
CRW,HPN,9
CRW,IAD,19
CRW,JAX,184
CRW,LUK,3
CRW,MCO,27784
CRW,MHT,122
CRW,MKE,88
CRW,MYR,6434
CRW,ORD,77936
CRW,PHL,72
CRW,PIT,154
CRW,ROA,63
CRW,SC6,2
CRW,SDF,72
CRW,TPA,300
CSG,ELP,116
CSG,GTR,48
CSG,HRL,2173
CSG,JAX,301
CSG,LRD,47
CSG,MIA,1403
CSG,OMA,205
CSG,RIC,89
CSG,SAN,483
